Winner,SecondD,B365W,Tournament,Round
Dent T.,21/01/04,1.4,Australian Open,2nd Round
Dent T.,2/9/2005,1.16,US Open,2nd Round
Dent T.,31/08/05,1.08,US Open,1st Round
Dent T.,20/06/05,1.25,Wimbledon,1st Round
Dent T.,22/06/05,1.28,Wimbledon,2nd Round
Dent T.,24/06/05,1.39,Wimbledon,3rd Round
Dent T.,17/01/05,1.1,Australian Open,1st Round
Dent T.,19/01/05,1.25,Australian Open,2nd Round
Dent T.,1/9/2009,2.75,US Open,1st Round
Dent T.,4/9/2009,1.44,US Open,2nd Round
Dent T.,30/08/10,1.83,US Open,1st Round
Dent T.,21/06/10,1.3,Wimbledon,1st Round
Dent T.,24/05/10,4.5,French Open,1st Round
Dent T.,19/01/10,1.4,Australian Open,1st Round
Dupuis A.,27/08/03,3.25,US Open,1st Round
Dupuis A.,24/06/03,1.167,Wimbledon,1st Round
Dupuis A.,14/01/03,1.222,Australian Open,1st Round
El Aynaoui Y.,4/9/2003,2.375,US Open,4th Round
El Aynaoui Y.,27/08/03,1.125,US Open,1st Round
El Aynaoui Y.,29/08/03,1.615,US Open,2nd Round
El Aynaoui Y.,31/08/03,1.83,US Open,3rd Round
El Aynaoui Y.,24/06/03,1.125,Wimbledon,1st Round
El Aynaoui Y.,26/06/03,1.333,Wimbledon,2nd Round
El Aynaoui Y.,26/05/03,1.444,French Open,1st Round
El Aynaoui Y.,28/05/03,1.286,French Open,2nd Round
El Aynaoui Y.,14/01/03,1.167,Australian Open,1st Round
El Aynaoui Y.,16/01/03,1.25,Australian Open,2nd Round
El Aynaoui Y.,18/01/03,NA,Australian Open,3rd Round
El Aynaoui Y.,20/01/03,6,Australian Open,4th Round
Enqvist T.,27/08/03,1.167,US Open,1st Round
Enqvist T.,31/08/04,3.75,US Open,1st Round
Enqvist T.,24/06/04,1.111,Wimbledon,1st Round
Enqvist T.,25/06/04,1.571,Wimbledon,2nd Round
Enqvist T.,25/05/04,1.364,French Open,1st Round
Enqvist T.,27/05/04,1.8,French Open,2nd Round
Enqvist T.,19/01/04,2.5,Australian Open,1st Round
Enqvist T.,21/01/04,1.8,Australian Open,2nd Round
Federer R.,1/9/2003,1.28,US Open,3rd Round
Federer R.,27/08/03,1.03,US Open,1st Round
Federer R.,29/08/03,1.03,US Open,2nd Round
Federer R.,3/7/2003,1.286,Wimbledon,Quarterfinals
Federer R.,4/7/2003,2.2,Wimbledon,Semifinals
Federer R.,6/7/2003,1.5,Wimbledon,The Final
Federer R.,23/06/03,1.111,Wimbledon,1st Round
Federer R.,25/06/03,1.083,Wimbledon,2nd Round
Federer R.,27/06/03,1.222,Wimbledon,3rd Round
Federer R.,30/06/03,1.125,Wimbledon,4th Round
Federer R.,14/01/03,1.125,Australian Open,1st Round
Federer R.,16/01/03,1.1,Australian Open,2nd Round
Federer R.,18/01/03,NA,Australian Open,3rd Round
Federer R.,2/9/2004,1.01,US Open,2nd Round
Federer R.,4/9/2004,1.04,US Open,3rd Round
Federer R.,7/9/2004,1.04,US Open,4th Round
Federer R.,9/9/2004,1.36,US Open,Quarterfinals
Federer R.,11/9/2004,1.22,US Open,Semifinals
Federer R.,12/9/2004,1.36,US Open,The Final
Federer R.,30/08/04,1.03,US Open,1st Round
Federer R.,2/7/2004,1.1,Wimbledon,Semifinals
Federer R.,4/7/2004,1.25,Wimbledon,The Final
Federer R.,21/06/04,1.015,Wimbledon,1st Round
Federer R.,24/06/04,1.01,Wimbledon,2nd Round
Federer R.,27/06/04,1.05,Wimbledon,3rd Round
Federer R.,28/06/04,1.05,Wimbledon,4th Round
Federer R.,30/06/04,1.182,Wimbledon,Quarterfinals
Federer R.,25/05/04,1.02,French Open,1st Round
Federer R.,27/05/04,1.05,French Open,2nd Round
Federer R.,20/01/04,1.083,Australian Open,1st Round
Federer R.,22/01/04,1.03,Australian Open,2nd Round
Federer R.,24/01/04,1.05,Australian Open,3rd Round
Federer R.,26/01/04,1.533,Australian Open,4th Round
Federer R.,28/01/04,1.533,Australian Open,Quarterfinals
Federer R.,30/01/04,1.286,Australian Open,Semifinals
Federer R.,31/01/04,1.4,Australian Open,The Final
Federer R.,3/9/2005,1.01,US Open,2nd Round
Federer R.,5/9/2005,1.01,US Open,3rd Round
Federer R.,6/9/2005,1.02,US Open,4th Round
Federer R.,9/9/2005,1.07,US Open,Quarterfinals
Federer R.,10/9/2005,1.08,US Open,Semifinals
Federer R.,11/9/2005,1.12,US Open,The Final
Federer R.,30/08/05,1.01,US Open,1st Round
Federer R.,1/7/2005,1.11,Wimbledon,Semifinals
Federer R.,3/7/2005,1.14,Wimbledon,The Final
Federer R.,20/06/05,1,Wimbledon,1st Round
Federer R.,22/06/05,1.01,Wimbledon,2nd Round
Federer R.,25/06/05,1.01,Wimbledon,3rd Round
Federer R.,27/06/05,1.02,Wimbledon,4th Round
Federer R.,29/06/05,1.03,Wimbledon,Quarterfinals
Federer R.,23/05/05,1,French Open,1st Round
Federer R.,25/05/05,1.01,French Open,2nd Round
Federer R.,27/05/05,1.07,French Open,3rd Round
Federer R.,29/05/05,1.06,French Open,4th Round
Federer R.,31/05/05,1.02,French Open,Quarterfinals
Federer R.,17/01/05,1.01,Australian Open,1st Round
Federer R.,19/01/05,1,Australian Open,2nd Round
Federer R.,21/01/05,1.01,Australian Open,3rd Round
Federer R.,23/01/05,1.01,Australian Open,4th Round
Federer R.,25/01/05,1.14,Australian Open,Quarterfinals
Federer R.,1/9/2006,1.01,US Open,2nd Round
Federer R.,4/9/2006,1.01,US Open,3rd Round
Federer R.,6/9/2006,1.01,US Open,4th Round
Federer R.,8/9/2006,1.08,US Open,Quarterfinals
Federer R.,9/9/2006,1.05,US Open,Semifinals
Federer R.,10/9/2006,1.12,US Open,The Final
Federer R.,30/08/06,1,US Open,1st Round
Federer R.,3/7/2006,1.01,Wimbledon,4th Round
Federer R.,5/7/2006,1.05,Wimbledon,Quarterfinals
Federer R.,7/7/2006,1,Wimbledon,Semifinals
Federer R.,9/7/2006,1.16,Wimbledon,The Final
Federer R.,27/06/06,1.05,Wimbledon,1st Round
Federer R.,28/06/06,1.03,Wimbledon,2nd Round
Federer R.,30/06/06,1,Wimbledon,3rd Round
Federer R.,2/6/2006,1.01,French Open,3rd Round
Federer R.,4/6/2006,1.06,French Open,4th Round
Federer R.,6/6/2006,1.04,French Open,Quarterfinals
Federer R.,9/6/2006,1.19,French Open,Semifinals
Federer R.,28/05/06,NA,French Open,1st Round
Federer R.,31/05/06,1,French Open,2nd Round
Federer R.,17/01/06,1,Australian Open,1st Round
Federer R.,19/01/06,1.01,Australian Open,2nd Round
Federer R.,21/01/06,1.01,Australian Open,3rd Round
Federer R.,23/01/06,1.04,Australian Open,4th Round
Federer R.,25/01/06,1.03,Australian Open,Quarterfinals
Federer R.,27/01/06,1.05,Australian Open,Semifinals
Federer R.,29/01/06,1.11,Australian Open,The Final
Federer R.,1/9/2007,1.01,US Open,3rd Round
Federer R.,3/9/2007,1.01,US Open,4th Round
Federer R.,5/9/2007,1.06,US Open,Quarterfinals
Federer R.,8/9/2007,1.07,US Open,Semifinals
Federer R.,9/9/2007,1.2,US Open,The Final
Federer R.,27/08/07,1,US Open,1st Round
Federer R.,29/08/07,1,US Open,2nd Round
Federer R.,2/7/2007,1.01,Wimbledon,4th Round
Federer R.,6/7/2007,1.01,Wimbledon,Quarterfinals
Federer R.,7/7/2007,1.08,Wimbledon,Semifinals
Federer R.,8/7/2007,1.14,Wimbledon,The Final
Federer R.,25/06/07,1,Wimbledon,1st Round
Federer R.,28/06/07,1.01,Wimbledon,2nd Round
Federer R.,29/06/07,1.02,Wimbledon,3rd Round
Federer R.,1/6/2007,1.01,French Open,3rd Round
Federer R.,3/6/2007,1.03,French Open,4th Round
Federer R.,5/6/2007,1.04,French Open,Quarterfinals
Federer R.,8/6/2007,1.11,French Open,Semifinals
Federer R.,29/05/07,1,French Open,1st Round
Federer R.,30/05/07,1,French Open,2nd Round
Federer R.,15/01/07,1,Australian Open,1st Round
Federer R.,17/01/07,1,Australian Open,2nd Round
Federer R.,19/01/07,1.02,Australian Open,3rd Round
Federer R.,21/01/07,1.05,Australian Open,4th Round
Federer R.,23/01/07,1.01,Australian Open,Quarterfinals
Federer R.,25/01/07,1.14,Australian Open,Semifinals
Federer R.,28/01/07,1.1,Australian Open,The Final
Federer R.,2/9/2008,1.05,US Open,4th Round
Federer R.,4/9/2008,1.03,US Open,Quarterfinals
Federer R.,6/9/2008,1.72,US Open,Semifinals
Federer R.,8/9/2008,1.5,US Open,The Final
Federer R.,27/08/08,1,US Open,1st Round
Federer R.,29/08/08,1,US Open,2nd Round
Federer R.,31/08/08,1.12,US Open,3rd Round
Federer R.,2/7/2008,1.05,Wimbledon,Quarterfinals
Federer R.,4/7/2008,1.05,Wimbledon,Semifinals
Federer R.,23/06/08,1.005,Wimbledon,1st Round
Federer R.,25/06/08,1.02,Wimbledon,2nd Round
Federer R.,27/06/08,1.005,Wimbledon,3rd Round
Federer R.,30/06/08,1.01,Wimbledon,4th Round
Federer R.,2/6/2008,1.01,French Open,4th Round
Federer R.,4/6/2008,1.08,French Open,Quarterfinals
Federer R.,6/6/2008,1.07,French Open,Semifinals
Federer R.,26/05/08,1.005,French Open,1st Round
Federer R.,29/05/08,1.01,French Open,2nd Round
Federer R.,31/05/08,1.03,French Open,3rd Round
Federer R.,15/01/08,1,Australian Open,1st Round
Federer R.,17/01/08,1,Australian Open,2nd Round
Federer R.,19/01/08,1.01,Australian Open,3rd Round
Federer R.,21/01/08,1.07,Australian Open,4th Round
Federer R.,23/01/08,1.04,Australian Open,Quarterfinals
Federer R.,2/9/2009,1.002,US Open,2nd Round
Federer R.,5/9/2009,1.01,US Open,3rd Round
Federer R.,7/9/2009,1.01,US Open,4th Round
Federer R.,10/9/2009,1.06,US Open,Quarterfinals
Federer R.,13/09/09,1.22,US Open,Semifinals
Federer R.,31/08/09,1.001,US Open,1st Round
Federer R.,1/7/2009,1.07,Wimbledon,Quarterfinals
Federer R.,3/7/2009,1.06,Wimbledon,Semifinals
Federer R.,5/7/2009,1.11,Wimbledon,The Final
Federer R.,22/06/09,1.002,Wimbledon,1st Round
Federer R.,24/06/09,1.005,Wimbledon,2nd Round
Federer R.,26/06/09,1.01,Wimbledon,3rd Round
Federer R.,29/06/09,1.04,Wimbledon,4th Round
Federer R.,1/6/2009,1.04,French Open,4th Round
Federer R.,3/6/2009,1.28,French Open,Quarterfinals
Federer R.,5/6/2009,1.22,French Open,Semifinals
Federer R.,7/6/2009,1.25,French Open,The Final
Federer R.,25/05/09,1.005,French Open,1st Round
Federer R.,28/05/09,1.005,French Open,2nd Round
Federer R.,30/05/09,1.03,French Open,3rd Round
Federer R.,19/01/09,1,Australian Open,1st Round
Federer R.,21/01/09,1,Australian Open,2nd Round
Federer R.,23/01/09,1.05,Australian Open,3rd Round
Federer R.,25/01/09,1.03,Australian Open,4th Round
Federer R.,27/01/09,1.16,Australian Open,Quarterfinals
Federer R.,29/01/09,1.11,Australian Open,Semifinals
Federer R.,2/9/2010,1.005,US Open,2nd Round
Federer R.,4/9/2010,1.01,US Open,3rd Round
Federer R.,7/9/2010,1.04,US Open,4th Round
Federer R.,9/9/2010,1.22,US Open,Quarterfinals
Federer R.,31/08/10,1.005,US Open,1st Round
Federer R.,21/06/10,1.005,Wimbledon,1st Round
Federer R.,23/06/10,1.05,Wimbledon,2nd Round
Federer R.,25/06/10,1.02,Wimbledon,3rd Round
Federer R.,28/06/10,1.06,Wimbledon,4th Round
Federer R.,24/05/10,1.01,French Open,1st Round
Federer R.,26/05/10,1.005,French Open,2nd Round
Federer R.,28/05/10,1.005,French Open,3rd Round
Federer R.,30/05/10,1.06,French Open,4th Round
Federer R.,19/01/10,1.01,Australian Open,1st Round
Federer R.,21/01/10,1.01,Australian Open,2nd Round
Federer R.,23/01/10,1.005,Australian Open,3rd Round
Federer R.,25/01/10,1.07,Australian Open,4th Round
Federer R.,27/01/10,1.33,Australian Open,Quarterfinals
Federer R.,29/01/10,1.12,Australian Open,Semifinals
Federer R.,31/01/10,1.53,Australian Open,The Final
Federer R.,1/9/2011,1.01,US Open,2nd Round
Federer R.,3/9/2011,1.14,US Open,3rd Round
Federer R.,6/9/2011,1.02,US Open,4th Round
Federer R.,9/9/2011,1.36,US Open,Quarterfinals
Federer R.,30/08/11,1.01,US Open,1st Round
Federer R.,21/06/11,NA,Wimbledon,1st Round
Federer R.,23/06/11,NA,Wimbledon,2nd Round
Federer R.,25/06/11,1.02,Wimbledon,3rd Round
Federer R.,27/06/11,1.01,Wimbledon,4th Round
Federer R.,3/6/2011,3.4,French Open,Semifinals
Federer R.,23/05/11,1.08,French Open,1st Round
Federer R.,25/05/11,NA,French Open,2nd Round
Federer R.,27/05/11,1.05,French Open,3rd Round
Federer R.,29/05/11,1.06,French Open,4th Round
Federer R.,31/05/11,1.11,French Open,Quarterfinals
Federer R.,17/01/11,NA,Australian Open,1st Round
Federer R.,19/01/11,1.04,Australian Open,2nd Round
Federer R.,21/01/11,1.01,Australian Open,3rd Round
Federer R.,23/01/11,1.01,Australian Open,4th Round
Federer R.,25/01/11,1.25,Australian Open,Quarterfinals
Federer R.,1/9/2012,1.02,US Open,3rd Round
Federer R.,3/9/2012,1.05,US Open,4th Round
Federer R.,28/08/12,1,US Open,1st Round
Federer R.,31/08/12,1.002,US Open,2nd Round
Federer R.,2/7/2012,1.04,Wimbledon,4th Round
Federer R.,4/7/2012,1.1,Wimbledon,Quarterfinals
Federer R.,6/7/2012,2.87,Wimbledon,Semifinals
Federer R.,8/7/2012,1.5,Wimbledon,The Final
Federer R.,25/06/12,1.002,Wimbledon,1st Round
Federer R.,27/06/12,1.01,Wimbledon,2nd Round
Federer R.,29/06/12,1.01,Wimbledon,3rd Round
Federer R.,1/6/2012,1.01,French Open,3rd Round
Federer R.,3/6/2012,1.01,French Open,4th Round
Federer R.,5/6/2012,1.33,French Open,Quarterfinals
Federer R.,28/05/12,1.002,French Open,1st Round
Federer R.,30/05/12,1.002,French Open,2nd Round
Federer R.,16/01/12,NA,Australian Open,1st Round
Federer R.,18/01/12,NA,Australian Open,2nd Round
Federer R.,20/01/12,1.02,Australian Open,3rd Round
Federer R.,22/01/12,1.07,Australian Open,4th Round
Federer R.,24/01/12,1.28,Australian Open,Quarterfinals
Federer R.,1/9/2013,1.02,US Open,3rd Round
Federer R.,27/08/13,1.02,US Open,1st Round
Federer R.,29/08/13,1.02,US Open,2nd Round
Federer R.,24/06/13,1.002,Wimbledon,1st Round
Federer R.,2/6/2013,1.04,French Open,4th Round
Federer R.,26/05/13,1.03,French Open,1st Round
Federer R.,29/05/13,1.02,French Open,2nd Round
Federer R.,31/05/13,1.03,French Open,3rd Round
Federer R.,15/01/13,1.01,Australian Open,1st Round
Federer R.,17/01/13,1.04,Australian Open,2nd Round
Federer R.,19/01/13,1.08,Australian Open,3rd Round
Federer R.,21/01/13,1.11,Australian Open,4th Round
Federer R.,23/01/13,1.16,Australian Open,Quarterfinals
Federer R.,3/9/2014,1.05,US Open,4th Round
Federer R.,5/9/2014,1.25,US Open,Quarterfinals
Federer R.,27/08/14,1.01,US Open,1st Round
Federer R.,30/08/14,1.01,US Open,2nd Round
Federer R.,31/08/14,1.01,US Open,3rd Round
Federer R.,1/7/2014,1.04,Wimbledon,4th Round
Federer R.,2/7/2014,1.28,Wimbledon,Quarterfinals
Federer R.,4/7/2014,1.4,Wimbledon,Semifinals
Federer R.,24/06/14,1.002,Wimbledon,1st Round
Federer R.,26/06/14,1.06,Wimbledon,2nd Round
Federer R.,28/06/14,1.02,Wimbledon,3rd Round
Federer R.,25/05/14,1.01,French Open,1st Round
Federer R.,28/05/14,1.01,French Open,2nd Round
Federer R.,30/05/14,1.05,French Open,3rd Round
Federer R.,14/01/14,1.01,Australian Open,1st Round
Federer R.,16/01/14,1.02,Australian Open,2nd Round
Federer R.,18/01/14,NA,Australian Open,3rd Round
Federer R.,20/01/14,1.57,Australian Open,4th Round
Federer R.,22/01/14,1.66,Australian Open,Quarterfinals
Federer R.,1/9/2015,1.01,US Open,1st Round
Federer R.,4/9/2015,1.005,US Open,2nd Round
Federer R.,5/9/2015,1.04,US Open,3rd Round
Federer R.,8/9/2015,1.1,US Open,4th Round
Federer R.,10/9/2015,1.08,US Open,Quarterfinals
Federer R.,12/9/2015,1.3,US Open,Semifinals
Federer R.,2/7/2015,1.04,Wimbledon,2nd Round
Federer R.,4/7/2015,1.03,Wimbledon,3rd Round
Federer R.,6/7/2015,1.04,Wimbledon,4th Round
Federer R.,8/7/2015,1.11,Wimbledon,Quarterfinals
Federer R.,10/7/2015,1.9,Wimbledon,Semifinals
Federer R.,30/06/15,1.005,Wimbledon,1st Round
Federer R.,1/6/2015,1.33,French Open,4th Round
Federer R.,24/05/15,1.01,French Open,1st Round
Federer R.,27/05/15,1.02,French Open,2nd Round
Federer R.,29/05/15,1.01,French Open,3rd Round
Federer R.,19/01/15,1.02,Australian Open,1st Round
Federer R.,21/01/15,1.02,Australian Open,2nd Round
Federer R.,1/7/2016,1.02,Wimbledon,3rd Round
Federer R.,4/7/2016,1.14,Wimbledon,4th Round
Federer R.,6/7/2016,1.28,Wimbledon,Quarterfinals
Federer R.,27/06/16,1.005,Wimbledon,1st Round
Federer R.,29/06/16,1.01,Wimbledon,2nd Round
Federer R.,18/01/16,1.01,Australian Open,1st Round
Federer R.,20/01/16,1.06,Australian Open,2nd Round
Federer R.,22/01/16,1.08,Australian Open,3rd Round
Federer R.,24/01/16,1.04,Australian Open,4th Round
Federer R.,26/01/16,1.16,Australian Open,Quarterfinals
Federer R.,3/9/2017,1.2,US Open,3rd Round
Federer R.,5/9/2017,1.08,US Open,4th Round
Federer R.,30/08/17,1.03,US Open,1st Round
Federer R.,31/08/17,1.03,US Open,2nd Round
Federer R.,4/7/2017,1.02,Wimbledon,1st Round
Federer R.,6/7/2017,1.01,Wimbledon,2nd Round
Federer R.,8/7/2017,1.03,Wimbledon,3rd Round
Federer R.,10/7/2017,1.14,Wimbledon,4th Round
Federer R.,12/7/2017,1.2,Wimbledon,Quarterfinals
Federer R.,14/07/17,1.1,Wimbledon,Semifinals
Federer R.,16/07/17,1.22,Wimbledon,The Final
Federer R.,16/01/17,1.04,Australian Open,1st Round
Federer R.,18/01/17,1.02,Australian Open,2nd Round
Federer R.,20/01/17,1.53,Australian Open,3rd Round
Federer R.,22/01/17,1.66,Australian Open,4th Round
Federer R.,24/01/17,1.08,Australian Open,Quarterfinals
Federer R.,26/01/17,1.53,Australian Open,Semifinals
Federer R.,29/01/17,2.2,Australian Open,The Final
Federer R.,1/9/2018,1.28,US Open,3rd Round
Federer R.,29/08/2018,1.02,US Open,1st Round
Federer R.,30/08/2018,1.04,US Open,2nd Round
Federer R.,2/7/2018,1.01,Wimbledon,1st Round
Federer R.,4/7/2018,1.02,Wimbledon,2nd Round
Federer R.,6/7/2018,1.02,Wimbledon,3rd Round
Federer R.,9/7/2018,1.02,Wimbledon,4th Round
Federer R.,16/01/18,1.01,Australian Open,1st Round
Federer R.,18/01/18,1.02,Australian Open,2nd Round
Federer R.,20/01/18,1.07,Australian Open,3rd Round
Federer R.,22/01/18,1.02,Australian Open,4th Round
Federer R.,24/01/18,1.14,Australian Open,Quarterfinals
Federer R.,26/01/18,1.12,Australian Open,Semifinals
Federer R.,28/01/18,1.22,Australian Open,The Final
Federer R.,1/9/2019,1.16,US Open,4th Round
Federer R.,27/08/2019,1.005,US Open,1st Round
Federer R.,28/08/2019,1.03,US Open,2nd Round
Federer R.,30/08/2019,1.16,US Open,3rd Round
Federer R.,2/7/2019,1.01,Wimbledon,1st Round
Federer R.,4/7/2019,1.005,Wimbledon,2nd Round
Federer R.,6/7/2019,1.08,Wimbledon,3rd Round
Federer R.,8/7/2019,1.1,Wimbledon,4th Round
Federer R.,10/7/2019,1.11,Wimbledon,Quarterfinals
Federer R.,12/7/2019,2.1,Wimbledon,Semifinals
Federer R.,2/6/2019,1.08,French Open,4th Round
Federer R.,4/6/2019,1.36,French Open,Quarterfinals
Federer R.,26/05/2019,1.11,French Open,1st Round
Federer R.,29/05/2019,1.02,French Open,2nd Round
Federer R.,31/05/2019,1.11,French Open,3rd Round
Federer R.,14/01/2019,1.03,Australian Open,1st Round
Federer R.,16/01/2019,1.02,Australian Open,2nd Round
Federer R.,18/01/2019,1.06,Australian Open,3rd Round
Ferreira W.,25/08/03,1.125,US Open,1st Round
Ferreira W.,26/05/03,1.333,French Open,1st Round
Ferreira W.,28/05/03,1.444,French Open,2nd Round
Ferreira W.,13/01/03,1.615,Australian Open,1st Round
Ferreira W.,15/01/03,1.444,Australian Open,2nd Round
Ferreira W.,17/01/03,1.667,Australian Open,3rd Round
Ferreira W.,19/01/03,1.571,Australian Open,4th Round
Ferreira W.,21/01/03,3.25,Australian Open,Quarterfinals
Ferreira W.,22/06/04,1.909,Wimbledon,1st Round
Ferreira W.,25/06/04,2,Wimbledon,2nd Round
Ferreira W.,20/01/04,1.286,Australian Open,1st Round
Ferreira W.,22/01/04,1.222,Australian Open,2nd Round
Ferrero J.C.,4/9/2003,1.364,US Open,4th Round
Ferrero J.C.,5/9/2003,2.75,US Open,Quarterfinals
Ferrero J.C.,6/9/2003,3.5,US Open,Semifinals
Ferrero J.C.,25/08/03,1.083,US Open,1st Round
Ferrero J.C.,28/08/03,1.1,US Open,2nd Round
Ferrero J.C.,31/08/03,1.5,US Open,3rd Round
Ferrero J.C.,24/06/03,1.143,Wimbledon,1st Round
Ferrero J.C.,26/06/03,1.833,Wimbledon,2nd Round
Ferrero J.C.,28/06/03,1.4,Wimbledon,3rd Round
Ferrero J.C.,2/6/2003,1.222,French Open,4th Round
Ferrero J.C.,4/6/2003,1.286,French Open,Quarterfinals
Ferrero J.C.,6/6/2003,1.333,French Open,Semifinals
Ferrero J.C.,8/6/2003,1.333,French Open,The Final
Ferrero J.C.,27/05/03,NA,French Open,1st Round
Ferrero J.C.,29/05/03,1.1,French Open,2nd Round
Ferrero J.C.,31/05/03,1.1,French Open,3rd Round
Ferrero J.C.,13/01/03,1.2,Australian Open,1st Round
Ferrero J.C.,15/01/03,1.111,Australian Open,2nd Round
Ferrero J.C.,17/01/03,1.286,Australian Open,3rd Round
Ferrero J.C.,19/01/03,1.167,Australian Open,4th Round
Ferrero J.C.,31/08/04,1.071,US Open,1st Round
Ferrero J.C.,21/06/04,1.167,Wimbledon,1st Round
Ferrero J.C.,24/06/04,1.167,Wimbledon,2nd Round
Ferrero J.C.,25/05/04,1.364,French Open,1st Round
Ferrero J.C.,20/01/04,1.04,Australian Open,1st Round
Ferrero J.C.,22/01/04,1.05,Australian Open,2nd Round
Ferrero J.C.,24/01/04,1.2,Australian Open,3rd Round
Ferrero J.C.,26/01/04,1.286,Australian Open,4th Round
Ferrero J.C.,28/01/04,1.286,Australian Open,Quarterfinals
Ferrero J.C.,20/06/05,1.28,Wimbledon,1st Round
Ferrero J.C.,22/06/05,1.38,Wimbledon,2nd Round
Ferrero J.C.,25/06/05,1.66,Wimbledon,3rd Round
Ferrero J.C.,24/05/05,1.02,French Open,1st Round
Ferrero J.C.,26/05/05,1.06,French Open,2nd Round
Ferrero J.C.,18/01/05,1.16,Australian Open,1st Round
Ferrero J.C.,20/01/05,1.5,Australian Open,2nd Round
Ferrero J.C.,31/08/06,1.14,US Open,1st Round
Ferrero J.C.,27/06/06,1.14,Wimbledon,1st Round
Ferrero J.C.,28/06/06,1.3,Wimbledon,2nd Round
Ferrero J.C.,29/05/06,1.19,French Open,1st Round
Ferrero J.C.,31/05/06,1.3,French Open,2nd Round
Ferrero J.C.,17/01/06,1.19,Australian Open,1st Round
Ferrero J.C.,19/01/06,1.22,Australian Open,2nd Round
Ferrero J.C.,3/7/2007,1.61,Wimbledon,4th Round
Ferrero J.C.,26/06/07,1.14,Wimbledon,1st Round
Ferrero J.C.,28/06/07,1.5,Wimbledon,2nd Round
Ferrero J.C.,29/06/07,4,Wimbledon,3rd Round
Ferrero J.C.,29/05/07,1.07,French Open,1st Round
Ferrero J.C.,30/05/07,1.1,French Open,2nd Round
Ferrero J.C.,15/01/07,1.11,Australian Open,1st Round
Ferrero J.C.,23/06/08,1.61,Wimbledon,1st Round
Ferrero J.C.,15/01/08,1.8,Australian Open,1st Round
Ferrero J.C.,17/01/08,1.03,Australian Open,2nd Round
Ferrero J.C.,20/01/08,3.25,Australian Open,3rd Round
Ferrero J.C.,2/9/2009,1.2,US Open,1st Round
Ferrero J.C.,4/9/2009,1.2,US Open,2nd Round
Ferrero J.C.,6/9/2009,2.37,US Open,3rd Round
Ferrero J.C.,23/06/09,2.2,Wimbledon,1st Round
Ferrero J.C.,25/06/09,1.36,Wimbledon,2nd Round
Ferrero J.C.,27/06/09,2.62,Wimbledon,3rd Round
Ferrero J.C.,29/06/09,1.66,Wimbledon,4th Round
Ferrero J.C.,26/05/09,2.1,French Open,1st Round
Ferrero J.C.,2/9/2010,1.14,US Open,2nd Round
Ferrero J.C.,30/08/10,1.14,US Open,1st Round
Ferrero J.C.,25/05/10,1.14,French Open,1st Round
Ferrero J.C.,28/05/10,1.1,French Open,2nd Round
Ferrero J.C.,1/9/2011,5,US Open,2nd Round
Ferrero J.C.,3/9/2011,1.83,US Open,3rd Round
Ferrero J.C.,30/08/11,1.16,US Open,1st Round
Ferrero J.C.,27/05/12,1.14,French Open,1st Round
Fish M.,25/08/03,1.1,US Open,1st Round
Fish M.,23/06/03,1.25,Wimbledon,1st Round
Fish M.,25/06/03,1.833,Wimbledon,2nd Round
Fish M.,13/01/03,1.333,Australian Open,1st Round
Fish M.,15/01/03,3,Australian Open,2nd Round
Fish M.,30/08/04,1.143,US Open,1st Round
Fish M.,22/06/04,1.08,Wimbledon,1st Round
Fish M.,17/01/05,1.14,Australian Open,1st Round
