match_id,player_id,pts,rank,winner,sets,1,2,3,4,5,B365W,B365L,total_pts,service_pts,return_pts,aces,bp_saved,bp_faced,first_serve_rtn_won,second_serve_rtn_won,first_serve_in,dbl_faults,first_serve_per
m_2018_A_83,atp_106044,590,93,TRUE,3,6,7,1,7,,5.5,1.14,118,62,56,2,3,9,24,32,77,2,0.7
m_2018_A_84,atp_104607,2050,20,TRUE,3,6,2,6,6,,1.14,5.5,116,71,45,12,6,9,19,26,64,2,0.587155963
m_2018_A_85,atp_105173,1625,27,TRUE,3,6,7,5,6,,1.4,3,145,88,57,19,7,12,27,30,80,8,0.606060606
m_2018_A_86,atp_104926,1715,25,TRUE,3,2,6,6,6,,1.3,3.5,120,77,43,6,2,4,17,26,61,5,0.521367521
m_2018_A_87,atp_105223,2725,10,TRUE,3,6,7,6,6,,1.16,5,147,98,49,13,2,3,24,25,90,3,0.633802817
m_2018_A_88,atp_104925,2335,14,TRUE,3,4,6,6,6,,1.25,4,128,74,54,5,5,8,22,32,77,11,0.658119658
m_2018_A_89,atp_103898,855,59,TRUE,3,1,7,6,7,,8,1.08,134,78,56,13,9,16,25,31,86,14,0.601398601
m_2018_A_90,atp_111202,857,58,TRUE,3,7,6,6,,,1.44,2.75,105,59,46,3,2,3,25,21,46,4,0.597402597
m_2018_A_91,atp_104755,1375,31,TRUE,3,6,6,6,,,1.1,7,104,52,52,7,1,1,26,26,48,4,0.695652174
m_2018_A_92,atp_109739,587,94,TRUE,3,6,4,7,3,6,3.5,1.28,151,106,45,16,6,8,23,22,108,2,0.675
m_2018_A_93,atp_100644,4610,4,TRUE,3,6,6,4,6,,1.16,5,121,74,47,25,1,2,21,26,70,1,0.67961165
m_2018_A_94,atp_105815,583,97,TRUE,3,6,6,6,,,3.25,1.36,90,53,37,11,2,2,23,14,47,1,0.712121212
m_2018_A_95,atp_103819,9605,2,TRUE,3,6,6,7,,,1.02,19,109,70,39,17,2,3,13,26,53,1,0.576086957
m_2018_A_96,atp_106378,992,49,TRUE,3,7,3,4,6,7,1.22,4.33,181,90,91,20,2,7,43,48,82,2,0.616541353
m_2018_A_97,atp_105807,2615,11,TRUE,3,7,4,7,7,,1.61,2.3,144,102,42,14,3,4,14,28,105,4,0.73943662
m_2018_A_98,atp_105777,4990,3,TRUE,3,6,4,6,6,,1.44,2.75,145,88,57,13,11,15,28,29,89,15,0.626760563
m_2018_A_99,atp_104312,686,76,TRUE,3,6,7,6,6,9,1.53,2.5,185,138,47,23,2,2,25,22,101,7,0.577142857
m_2018_A_100,atp_106043,1675,26,TRUE,3,6,6,6,6,,2.1,1.72,133,77,56,13,7,10,25,31,69,4,0.584745763
m_2018_A_101,atp_106401,2260,17,TRUE,3,7,4,7,7,,1.4,3,142,108,34,28,3,5,13,21,96,3,0.657534247
m_2018_A_102,atp_104745,10600,1,TRUE,3,6,6,6,,,1.02,17,95,53,42,4,1,2,18,24,51,0,0.64556962
m_2018_A_103,atp_105227,3805,6,TRUE,3,7,6,7,,,1.14,5.5,117,78,39,16,5,6,23,16,70,2,0.67961165
m_2018_A_104,atp_105815,583,97,TRUE,3,5,6,7,7,,2.2,1.66,142,98,44,13,6,8,28,16,100,0,0.763358779
m_2018_A_105,atp_106233,4060,5,TRUE,3,6,6,7,,,1.3,3.5,103,58,45,9,1,3,26,19,52,2,0.597701149
m_2018_A_106,atp_104926,1715,25,TRUE,3,3,6,6,4,6,1.44,2.75,142,89,53,3,11,14,30,23,92,6,0.647887324
m_2018_A_107,atp_111202,857,58,TRUE,3,5,7,2,6,6,2.25,1.61,148,100,48,5,3,6,24,24,107,3,0.753521127
m_2018_A_108,atp_105916,674,80,TRUE,3,6,6,6,,,1.16,5,95,52,43,12,0,1,21,22,50,0,0.684931507
m_2018_A_109,atp_104607,2050,20,TRUE,3,6,6,6,,,2.37,1.57,105,59,46,20,7,9,20,26,56,5,0.595744681
m_2018_A_110,atp_104925,2335,14,TRUE,3,6,6,6,,,1.08,8,102,60,42,2,6,6,23,19,55,3,0.632183908
m_2018_A_111,atp_103819,9605,2,TRUE,3,6,7,6,,,1.07,9,100,63,37,12,1,2,20,17,61,1,0.64893617
m_2018_A_112,atp_105227,3805,6,TRUE,3,6,6,7,7,,1.25,4,152,92,60,20,2,6,40,20,83,4,0.62406015
m_2018_A_113,atp_104745,10600,1,TRUE,3,6,6,6,6,,1.06,10,155,91,64,7,15,18,26,38,100,4,0.684931507
m_2018_A_114,atp_106378,992,49,TRUE,3,6,7,6,6,,1.36,3.25,138,92,46,25,5,6,24,22,80,3,0.625
m_2018_A_115,atp_105777,4990,3,TRUE,3,7,7,4,7,,2.3,1.61,157,109,48,16,2,5,21,27,111,7,0.702531646
m_2018_A_116,atp_104607,2050,20,TRUE,3,6,6,6,,,1.3,3.5,99,59,40,10,7,9,24,16,42,1,0.471910112
m_2018_A_117,atp_103819,9605,2,TRUE,3,6,7,6,,,1.02,17,108,65,43,6,0,0,19,24,48,2,0.592592593
m_2018_A_118,atp_105815,583,97,TRUE,3,6,4,7,6,6,7,1.1,179,127,52,20,10,12,25,27,138,4,0.741935484
m_2018_A_119,atp_111202,857,58,TRUE,3,7,7,7,,,4,1.25,138,80,58,1,14,19,28,30,91,2,0.669117647
m_2018_A_120,atp_106378,992,49,TRUE,3,6,3,6,6,,3.75,1.28,122,79,43,13,6,9,23,20,80,4,0.64516129
m_2018_A_121,atp_105227,3805,6,TRUE,2,3,6,6,6,2,4,1.25,157,89,68,20,8,10,40,28,93,8,0.673913043
m_2018_A_122,atp_111202,857,58,TRUE,3,6,7,6,,,1.25,4,115,73,42,7,6,8,16,26,81,3,0.757009346
m_2018_A_123,atp_103819,9605,2,TRUE,3,7,6,6,,,1.14,5.5,105,69,36,15,3,5,16,20,60,5,0.625
m_2018_A_124,atp_105227,3805,6,TRUE,3,6,7,6,,,1.33,3.4,108,67,41,11,2,2,24,17,50,1,0.561797753
m_2018_A_125,atp_103819,9605,2,TRUE,1,6,5,,,,1.12,6,57,30,27,9,1,1,13,14,16,1,0.432432432
m_2018_A_126,atp_103819,9605,2,TRUE,3,6,6,6,3,6,1.22,4.5,152,99,53,24,7,9,27,26,84,4,0.604316547
m_2017_A_0,atp_200282,164,301,TRUE,3,5,6,2,7,6,2.5,1.53,166,99,67,12,12,19,40,27,96,7,0.574850299
m_2017_A_1,atp_104871,705,72,TRUE,0,4,,,,,1.8,2,23,13,10,3,2,2,3,7,13,3,0.65
m_2017_A_2,atp_104678,1225,35,TRUE,3,6,6,2,2,6,1.22,4.33,137,82,55,14,5,11,23,32,79,2,0.642276423
m_2017_A_3,atp_103607,586,103,TRUE,3,7,7,0,6,,5,1.16,136,83,53,4,9,15,22,31,99,6,0.692307692
m_2017_A_4,atp_105992,664,82,TRUE,3,6,6,6,,,1.66,2.2,98,52,46,8,4,6,23,23,49,3,0.636363636
m_2017_A_5,atp_105453,5010,5,TRUE,3,5,6,6,6,6,1.08,8,164,101,63,11,7,12,26,37,98,0,0.620253165
m_2017_A_6,atp_104999,894,50,TRUE,3,6,7,6,,,1.28,3.75,107,64,43,8,5,8,18,25,69,2,0.69
m_2017_A_7,atp_105023,1355,32,TRUE,3,6,7,6,6,,1.36,3.25,147,95,52,31,3,6,23,29,81,10,0.609022556
m_2017_A_8,atp_104607,3060,10,TRUE,1,6,,,,,1.04,13,31,17,14,2,1,1,8,6,10,2,0.454545455
m_2017_A_9,atp_106071,1420,27,TRUE,3,6,6,6,,,1.4,3,94,56,38,12,3,3,20,18,44,2,0.628571429
m_2017_A_10,atp_126094,383,152,TRUE,3,4,6,7,6,,3,1.4,137,92,45,19,19,22,18,27,76,6,0.535211268
m_2017_A_11,atp_104545,1850,19,TRUE,3,6,6,6,6,,1.11,6.5,123,87,36,33,2,2,15,21,79,6,0.711711712
m_2017_A_12,atp_105227,3605,7,TRUE,3,4,4,6,6,6,1.1,7,146,90,56,26,2,4,36,20,71,8,0.577235772
m_2017_A_13,atp_104291,824,56,TRUE,3,6,6,6,,,1.61,2.3,100,53,47,7,2,4,17,30,35,4,0.454545455
m_2017_A_14,atp_104918,12560,1,TRUE,3,7,7,6,,,1.005,29,115,70,45,10,2,5,18,27,54,4,0.482142857
m_2017_A_15,atp_105583,627,94,TRUE,3,6,6,6,,,2,1.8,107,59,48,4,7,9,25,23,57,4,0.59375
m_2017_A_16,atp_106043,867,54,TRUE,3,6,6,6,,,1.9,1.9,94,52,42,6,3,4,19,23,42,4,0.583333333
m_2017_A_17,atp_105041,486,121,TRUE,3,4,7,1,6,6,2.2,1.66,150,94,56,17,8,12,23,33,86,4,0.614285714
m_2017_A_18,atp_111575,875,52,TRUE,3,6,3,7,6,,1.66,2.2,139,91,48,32,5,6,26,22,76,4,0.603174603
m_2017_A_19,atp_103893,1033,43,TRUE,3,6,7,6,6,,2.2,1.66,145,94,51,10,7,9,15,36,81,5,0.574468085
m_2017_A_20,atp_104312,635,89,TRUE,3,6,7,6,7,,1.36,3.25,160,113,47,34,13,14,22,25,94,7,0.591194969
m_2017_A_21,atp_111511,274,200,TRUE,3,6,7,3,6,6,2.37,1.57,176,101,75,15,5,10,34,41,94,6,0.5875
m_2017_A_22,atp_122330,268,207,TRUE,3,6,3,6,6,,4,1.25,103,62,41,16,3,6,15,26,50,9,0.526315789
m_2017_A_23,atp_104534,731,67,TRUE,3,5,6,6,6,,2,1.8,125,67,58,1,4,8,31,27,84,3,0.743362832
m_2017_A_24,atp_105554,886,51,TRUE,3,7,6,6,,,1.3,3.5,107,65,42,14,2,2,16,26,53,3,0.602272727
m_2017_A_25,atp_104542,2505,12,TRUE,3,6,6,6,6,,1.02,17,125,77,48,20,3,4,21,27,49,5,0.475728155
m_2017_A_26,atp_106058,1810,20,TRUE,3,6,7,6,,,1.18,4.5,110,71,39,10,5,6,19,20,69,6,0.657142857
m_2017_A_27,atp_105449,1390,30,TRUE,3,6,6,6,,,1.28,3.75,96,63,33,17,2,2,12,21,43,1,0.544303797
m_2017_A_28,atp_106401,2460,13,TRUE,3,6,6,6,,,1.06,9,85,51,34,8,0,0,14,20,37,3,0.578125
m_2017_A_29,atp_104527,5155,4,TRUE,3,4,6,7,4,6,1.05,11,161,105,56,21,11,16,43,13,102,6,0.6375
m_2017_A_30,atp_104327,707,71,TRUE,3,3,6,6,6,,1.57,2.37,113,66,47,3,1,2,19,28,58,0,0.637362637
m_2017_A_31,atp_103819,1980,17,TRUE,3,7,3,6,6,,1.04,13,120,71,49,19,1,4,36,13,66,1,0.640776699
m_2017_A_33,atp_104297,92,439,TRUE,3,3,0,6,6,6,1.22,4.33,131,80,51,13,7,12,26,25,77,3,0.592307692
m_2017_A_34,atp_105385,651,85,TRUE,3,6,7,6,,,4,1.25,123,71,52,8,10,14,30,22,67,6,0.56779661
m_2017_A_35,atp_104468,1585,25,TRUE,3,6,6,6,,,1.44,2.75,95,56,39,2,4,5,23,16,39,3,0.469879518
m_2017_A_36,atp_100644,1655,24,TRUE,3,6,3,5,6,6,1.16,5,149,93,56,17,12,16,21,35,92,10,0.638888889
m_2017_A_37,atp_104122,632,90,TRUE,3,6,7,5,7,,1.1,7,159,104,55,18,8,12,36,19,92,5,0.585987261
m_2017_A_38,atp_106415,602,99,TRUE,3,6,1,6,6,,2,1.8,120,72,48,1,4,7,22,26,67,4,0.582608696
m_2017_A_39,atp_105683,5290,3,TRUE,3,6,6,6,,,1.53,2.5,98,59,39,18,3,3,21,18,50,5,0.632911392
m_2017_A_40,atp_105676,2750,11,TRUE,3,6,4,6,4,6,1.05,11,155,103,52,13,6,8,21,31,79,7,0.533783784
m_2017_A_41,atp_126207,550,108,TRUE,3,6,6,6,6,,1.16,5,124,79,45,13,4,5,21,24,63,4,0.552631579
m_2017_A_42,atp_105807,1370,31,TRUE,2,6,3,3,6,3,1.53,2.5,128,68,60,20,3,7,32,28,59,8,0.584158416
m_2017_A_43,atp_104745,3195,9,TRUE,3,6,6,6,,,1.22,4.33,99,60,39,6,0,0,25,14,53,0,0.697368421
m_2017_A_44,atp_106378,989,46,TRUE,3,6,7,6,,,1.04,11,95,59,36,12,0,1,16,20,43,2,0.551282051
m_2017_A_45,atp_104571,1210,36,TRUE,1,6,3,,,,1.3,3.5,50,26,24,4,2,2,13,11,17,1,0.472222222
m_2017_A_46,atp_106233,3415,8,TRUE,3,4,6,6,6,,1.57,2.37,137,82,55,12,8,10,15,40,62,9,0.46969697
m_2017_A_47,atp_104180,1415,28,TRUE,3,7,7,6,,,1.3,3.5,112,80,32,30,6,6,17,15,70,4,0.648148148
m_2017_A_48,atp_106225,289,194,TRUE,3,6,4,6,6,,1.36,3.25,119,75,44,12,5,7,19,25,65,10,0.580357143
m_2017_A_49,atp_105138,2350,14,TRUE,3,6,6,6,,,3,1.4,85,49,36,7,1,1,17,19,38,1,0.633333333
m_2017_A_50,atp_104755,1885,18,TRUE,3,6,6,6,,,1.08,8,90,58,32,2,0,1,18,14,53,1,0.646341463
m_2017_A_51,atp_105238,715,69,TRUE,3,6,6,3,7,,1.02,17,139,87,52,14,6,9,24,28,75,9,0.568181818
m_2017_A_52,atp_111442,699,76,TRUE,3,6,4,6,6,6,1.9,1.9,149,97,52,23,8,11,24,28,97,1,0.664383562
m_2017_A_53,atp_103285,595,102,TRUE,3,6,7,6,,,2.5,1.53,107,72,35,15,4,4,19,16,64,4,0.646464646
m_2017_A_54,atp_103333,1795,21,TRUE,3,6,3,7,6,22,1.12,6,234,171,63,75,3,4,27,36,140,12,0.657276995
m_2017_A_55,atp_124014,455,131,TRUE,3,7,4,7,6,,1.28,3.75,132,87,45,9,4,5,18,27,68,3,0.557377049
m_2017_A_56,atp_111202,583,105,TRUE,3,6,6,6,,,2.75,1.44,88,48,40,4,1,2,14,26,39,1,0.565217391
m_2017_A_57,atp_103970,1740,23,TRUE,3,6,6,6,,,1.2,4.5,83,49,34,4,1,1,16,18,44,2,0.656716418
m_2017_A_58,atp_105332,960,47,TRUE,2,7,6,,,,1.16,5,86,51,35,22,1,2,20,15,43,4,0.581081081
m_2017_A_59,atp_104792,3625,6,TRUE,3,6,6,6,,,1.22,4.33,89,53,36,4,2,3,19,17,34,3,0.478873239
m_2017_A_60,atp_104926,945,48,TRUE,3,7,6,7,,,1.3,3.5,122,61,61,5,0,2,23,38,43,3,0.530864198
m_2017_A_61,atp_105777,2135,15,TRUE,3,7,6,6,,,2.2,1.66,110,67,43,15,0,0,20,23,47,0,0.580246914
m_2017_A_62,atp_104925,11780,2,TRUE,3,6,7,6,,,1.02,15,115,62,53,2,3,5,22,31,58,2,0.617021277
m_2017_A_63,atp_104797,498,117,TRUE,3,6,6,3,7,,1.06,10,126,80,46,14,8,11,18,28,78,2,0.655462185
m_2017_A_64,atp_105453,5010,5,TRUE,3,6,6,6,,,2,1.8,102,56,46,2,6,9,22,24,61,0,0.693181818
m_2017_A_65,atp_104291,824,56,TRUE,3,6,6,7,,,1.06,9,102,54,48,8,7,10,20,28,48,4,0.585365854
m_2017_A_66,atp_104542,2505,12,TRUE,3,6,6,6,,,1.44,2.75,97,55,42,15,3,4,27,15,45,2,0.569620253
m_2017_A_67,atp_105041,486,121,TRUE,3,2,6,6,6,,1.07,9,113,73,40,8,8,12,26,14,66,1,0.559322034
m_2017_A_68,atp_104999,894,50,TRUE,3,6,6,6,7,9,2.75,1.44,211,150,61,22,16,17,37,24,128,13,0.603773585
m_2017_A_69,atp_104607,3060,10,TRUE,3,6,7,6,,,2.75,1.44,120,59,61,15,2,3,22,39,48,2,0.64
m_2017_A_70,atp_104527,5155,4,TRUE,3,6,6,6,,,1.16,5,101,66,35,11,5,5,22,13,54,4,0.613636364
m_2017_A_71,atp_104678,1225,35,TRUE,3,6,1,7,3,6,1.25,4,159,99,60,21,12,16,30,30,84,6,0.545454545
m_2017_A_72,atp_103819,1980,17,TRUE,3,7,6,7,,,1.22,4.33,118,80,38,17,5,6,21,17,67,2,0.598214286
m_2017_A_73,atp_104327,707,71,TRUE,3,6,6,2,6,,1.02,15,121,73,48,5,5,8,21,27,80,0,0.701754386
m_2017_A_74,atp_105023,1355,32,TRUE,3,7,6,6,,,2.2,1.66,112,64,48,9,3,3,24,24,46,9,0.516853933
m_2017_A_75,atp_104312,635,89,TRUE,3,1,6,6,6,10,1.3,3.5,162,106,56,16,7,10,30,26,85,4,0.570469799
m_2017_A_76,atp_105554,886,51,TRUE,3,3,7,6,6,,8,1.08,130,88,42,5,16,19,19,23,84,7,0.587412587
m_2017_A_77,atp_106058,1810,20,TRUE,3,6,6,6,,,5.5,1.12,119,71,48,7,8,9,17,31,63,5,0.588785047
m_2017_A_78,atp_106071,1420,27,TRUE,3,7,7,4,7,,1.36,3.25,154,98,56,19,3,5,27,29,96,2,0.71641791
m_2017_A_79,atp_104918,12560,1,TRUE,3,6,6,6,,,1.06,9,83,51,32,9,0,0,8,24,44,2,0.637681159
m_2017_A_80,atp_104755,1885,18,TRUE,3,6,6,6,,,1.01,26,91,50,41,2,2,2,18,23,39,5,0.549295775
m_2017_A_81,atp_105807,1370,31,TRUE,3,6,6,6,,,1.03,15,96,62,34,7,6,6,11,23,58,0,0.651685393
m_2017_A_82,atp_104259,1325,33,TRUE,3,7,6,6,,,2.1,1.72,104,56,48,3,4,5,32,16,43,3,0.558441558
m_2017_A_83,atp_104468,1585,25,TRUE,3,6,6,6,,,1.4,3,90,51,39,3,2,2,21,18,47,5,0.701492537
m_2017_A_84,atp_105138,2350,14,TRUE,3,6,6,6,,,1.05,10,111,47,64,9,6,10,36,28,63,1,0.818181818
m_2017_A_85,atp_105777,2135,15,TRUE,3,1,6,6,6,,1.06,10,114,74,40,12,10,15,18,22,76,4,0.64957265
m_2017_A_86,atp_103970,1740,23,TRUE,3,2,6,6,6,,1.11,6.5,134,88,46,6,11,13,20,26,84,7,0.595744681
m_2017_A_87,atp_104797,498,117,TRUE,3,7,5,2,7,6,1.25,4,186,121,65,17,9,15,30,35,134,3,0.690721649
m_2017_A_88,atp_105683,5290,3,TRUE,3,6,6,7,,,23,1.01,102,71,31,21,4,4,21,10,61,3,0.642105263
m_2017_A_89,atp_105676,2750,11,TRUE,3,6,6,6,,,1.22,4.33,95,55,40,7,4,5,19,21,44,4,0.55
m_2017_A_90,atp_104792,3625,6,TRUE,3,6,6,1,6,,1.25,4,116,60,56,17,3,6,24,32,62,5,0.673913043
m_2017_A_91,atp_103333,1795,21,TRUE,3,6,6,6,,,1.25,4,101,67,34,19,5,5,11,23,52,7,0.565217391
m_2017_A_92,atp_100644,1655,24,TRUE,3,6,6,6,,,1.36,3.25,100,67,33,9,5,5,21,12,55,6,0.555555556
m_2017_A_93,atp_105332,960,47,TRUE,3,7,4,6,3,6,1.2,4.5,169,106,63,21,10,16,36,27,96,10,0.545454545
m_2017_A_94,atp_106233,3415,8,TRUE,3,6,6,6,6,,2.1,1.72,134,81,53,12,4,5,27,26,66,4,0.584070796
m_2017_A_95,atp_104745,3195,9,TRUE,3,6,6,6,,,1.2,4.33,105,56,49,5,4,5,20,29,64,0,0.8
m_2017_A_96,atp_104312,635,89,TRUE,3,4,6,7,7,,1.07,9,139,91,48,11,3,7,19,29,72,5,0.549618321
m_2017_A_97,atp_104542,2505,12,TRUE,3,7,7,6,6,,1.66,2.2,170,110,60,23,5,6,23,37,101,5,0.651612903
m_2017_A_98,atp_104999,894,50,TRUE,3,6,4,6,6,,1.53,2.5,119,57,62,7,1,4,27,35,52,3,0.590909091
m_2017_A_99,atp_104527,5155,4,TRUE,3,3,6,6,7,,2,1.8,130,76,54,16,4,9,22,32,71,4,0.606837607
m_2017_A_100,atp_104918,12560,1,TRUE,3,6,6,6,,,1.14,5.5,97,58,39,8,2,3,23,16,56,2,0.651162791
m_2017_A_101,atp_105554,886,51,TRUE,3,7,7,7,,,1.02,17,129,88,41,9,7,10,22,19,75,2,0.559701493
m_2017_A_102,atp_105453,5010,5,TRUE,3,6,6,6,,,2.25,1.61,103,58,45,5,1,2,14,31,46,3,0.605263158
m_2017_A_103,atp_103819,1980,17,TRUE,3,6,6,6,,,1.02,15,85,56,29,8,0,0,8,21,41,2,0.585714286
m_2017_A_104,atp_105676,2750,11,TRUE,3,6,6,6,,,1.53,2.5,85,56,29,3,0,0,16,13,39,3,0.590909091
m_2017_A_105,atp_106233,3415,8,TRUE,3,6,4,6,6,,1.25,4,128,78,50,10,12,17,11,39,85,3,0.6640625
m_2017_A_106,atp_105138,2350,14,TRUE,3,7,6,7,6,,1.2,4.5,172,110,62,5,15,20,30,32,106,5,0.582417582
m_2017_A_107,atp_104797,498,117,TRUE,3,6,4,6,4,6,1.44,2.75,155,97,58,16,9,12,27,31,93,2,0.659574468
m_2017_A_108,atp_104745,3195,9,TRUE,3,4,6,6,6,6,3.4,1.33,173,105,68,11,5,7,31,37,113,4,0.753333333
m_2017_A_109,atp_105683,5290,3,TRUE,3,6,7,3,6,,1.3,3.5,117,76,41,21,3,6,25,16,74,3,0.660714286
m_2017_A_110,atp_104792,3625,6,TRUE,3,6,7,6,,,1.16,5,93,63,30,8,3,6,16,14,68,4,0.701030928
m_2017_A_111,atp_105777,2135,15,TRUE,3,6,6,6,,,1.22,4.33,104,66,38,11,6,7,21,17,69,4,0.726315789
m_2017_A_112,atp_104999,894,50,TRUE,3,7,5,6,6,,1.57,2.37,146,81,65,7,8,13,33,32,91,2,0.664233577
m_2017_A_113,atp_104527,5155,4,TRUE,3,7,7,7,,,15,1.02,135,87,48,17,2,4,22,26,66,2,0.564102564
m_2017_A_114,atp_104542,2505,12,TRUE,3,6,6,6,6,,1.1,7,145,91,54,17,4,4,27,27,81,2,0.663934426
m_2017_A_115,atp_103819,1980,17,TRUE,3,6,6,6,4,6,1.22,4.33,170,103,67,24,7,10,34,33,100,6,0.675675676
m_2017_A_116,atp_105676,2750,11,TRUE,3,5,7,6,6,,1.66,2.2,136,84,52,15,3,6,24,28,70,2,0.56
m_2017_A_117,atp_105777,2135,15,TRUE,3,2,7,6,6,,1.66,2.2,116,74,42,7,5,7,25,17,72,1,0.734693878
m_2017_A_118,atp_105683,5290,3,TRUE,3,7,3,6,6,,1.11,6.5,128,78,50,33,7,10,32,18,73,9,0.646017699
m_2017_A_119,atp_104745,3195,9,TRUE,3,6,6,4,6,,1.2,4.5,126,70,56,2,3,6,26,30,74,1,0.732673267
m_2017_A_120,atp_104527,5155,4,TRUE,3,7,6,6,,,1.4,3,108,73,35,4,5,6,12,23,58,2,0.542056075
m_2017_A_121,atp_103819,1980,17,TRUE,3,6,7,6,,,1.61,2.3,100,54,46,9,1,2,34,12,54,1,0.683544304
m_2017_A_122,atp_105777,2135,15,TRUE,3,6,6,6,,,1.08,8,106,61,45,8,8,10,14,31,61,4,0.635416667
m_2017_A_123,atp_104745,3195,9,TRUE,3,6,7,6,,,1.57,2.37,117,78,39,4,4,4,23,16,76,4,0.723809524
m_2017_A_124,atp_103819,1980,17,TRUE,3,7,6,1,4,6,1.66,2.2,142,95,47,11,8,12,33,14,86,3,0.601398601
m_2017_A_125,atp_104745,3195,9,TRUE,3,6,5,7,6,6,1.53,2.5,186,120,66,8,12,16,37,29,135,3,0.733695652
m_2017_A_126,atp_103819,1980,17,TRUE,3,6,3,6,3,6,1.36,3.25,150,91,59,20,13,17,41,18,85,3,0.615942029
m_2016_A_0,atp_105806,432,138,TRUE,3,7,6,6,,,3,1.36,114,81,33,8,11,12,15,18,76,2,0.612903226
m_2016_A_1,atp_105676,1835,16,TRUE,3,3,6,6,6,,1.12,6,124,71,53,2,4,9,22,31,74,5,0.654867257
m_2016_A_2,atp_106000,661,81,TRUE,3,1,7,4,6,6,3.75,1.25,164,105,59,13,8,14,17,42,124,10,0.729411765
m_2016_A_3,atp_104978,393,151,TRUE,3,6,7,4,6,,1.4,2.75,132,80,52,17,1,4,23,29,71,3,0.663551402
m_2016_A_4,atp_105453,4235,7,TRUE,3,6,6,6,,,1.2,4.33,99,58,41,5,0,0,21,20,46,3,0.597402597
m_2016_A_5,atp_105572,571,103,TRUE,3,6,6,6,,,1.66,2.1,89,51,38,13,2,3,27,11,43,4,0.614285714
m_2016_A_6,atp_106233,1645,20,TRUE,3,6,7,4,7,,1.5,2.5,141,87,54,7,3,6,30,24,88,4,0.739495798
m_2016_A_7,atp_105643,815,53,TRUE,2,7,6,2,,,4,1.22,84,60,24,10,3,3,10,14,43,5,0.565789474
m_2016_A_8,atp_105227,2405,13,TRUE,3,6,7,6,6,,1.07,9,139,88,51,19,4,5,21,30,58,1,0.495726496
m_2016_A_9,atp_105539,620,91,TRUE,3,6,3,6,6,,1.4,2.75,133,81,52,13,11,12,14,38,72,4,0.620689655
m_2016_A_10,atp_104607,4560,6,TRUE,3,7,6,6,,,1.005,34,93,56,37,13,2,3,21,16,39,1,0.506493506
m_2016_A_11,atp_105732,313,167,TRUE,3,5,6,7,6,,1.5,2.5,150,96,54,16,6,9,24,30,80,10,0.522875817
m_2016_A_12,atp_104597,694,73,TRUE,3,6,6,6,7,,1.22,4,157,102,55,39,4,4,32,23,77,5,0.57037037
m_2016_A_13,atp_104198,1430,27,TRUE,3,6,6,6,,,1.4,2.75,107,65,42,11,3,4,13,29,49,6,0.521276596
m_2016_A_14,atp_104468,2145,15,TRUE,3,6,6,6,6,,1.4,2.75,138,87,51,2,1,1,23,28,79,4,0.681034483
m_2016_A_15,atp_105077,773,61,TRUE,3,6,6,6,,,3.75,1.25,89,54,35,4,7,7,19,16,50,1,0.657894737
m_2016_A_16,atp_105952,296,174,TRUE,3,7,2,1,6,6,5.5,1.14,139,96,43,13,8,14,22,21,110,8,0.6875
m_2016_A_17,atp_104925,16790,1,TRUE,3,6,6,6,,,1.002,41,94,53,41,10,0,1,23,18,45,3,0.661764706
m_2016_A_18,atp_106045,727,69,TRUE,2,6,6,,,,1.36,3,61,34,27,10,1,1,15,12,29,1,0.644444444
m_2016_A_19,atp_105238,1160,35,TRUE,3,6,3,6,6,,1.18,4.5,126,71,55,10,6,9,32,23,60,8,0.545454545
m_2016_A_20,atp_105583,678,77,TRUE,2,6,4,6,6,,3.5,1.28,126,84,42,17,3,5,19,23,72,6,0.610169492
m_2016_A_21,atp_104655,1065,41,TRUE,3,7,6,6,,,1.44,2.62,103,65,38,13,7,9,24,14,59,5,0.614583333
m_2016_A_22,atp_111511,146,328,TRUE,3,7,7,7,,,9,1.06,131,88,43,5,10,13,12,31,80,3,0.610687023
m_2016_A_23,atp_111460,274,187,TRUE,3,6,6,6,7,,6,1.12,155,93,62,12,8,12,25,37,89,10,0.593333333
m_2016_A_24,atp_117357,159,310,TRUE,3,6,3,6,6,,6,1.12,117,71,46,5,4,7,25,21,81,3,0.716814159
m_2016_A_25,atp_105777,1420,28,TRUE,3,6,7,6,,,1.06,9,109,73,36,11,3,5,11,25,74,1,0.678899083
m_2016_A_26,atp_104312,1290,29,TRUE,3,3,7,6,7,,1.61,2.2,148,99,49,13,3,6,14,35,76,5,0.5
m_2016_A_27,atp_105477,244,210,TRUE,3,6,7,7,,,2.1,1.66,117,69,48,4,2,4,25,23,65,1,0.65
m_2016_A_28,atp_103819,8165,3,TRUE,3,6,6,6,,,1.01,26,80,42,38,6,0,1,21,17,36,3,0.642857143
m_2016_A_29,atp_106401,1260,30,TRUE,3,6,7,6,,,1.1,7,100,54,46,16,0,1,33,13,50,0,0.714285714
m_2016_A_30,atp_105138,1640,21,TRUE,3,6,6,4,2,6,1.1,7,154,84,70,4,9,14,32,38,99,2,0.722627737
m_2016_A_31,atp_104542,2725,10,TRUE,3,6,4,6,6,,1.14,5.5,110,77,33,13,1,2,13,20,72,3,0.654545455
m_2016_A_32,atp_105723,693,74,TRUE,3,7,6,6,,,1.36,3,105,62,43,4,5,7,14,29,49,3,0.556818182
